STARTcounty,agr_share_1831,NrGentry,mills,copyhold_count_1850,market_1600,valordummy,mill,perc_catholics_1800,ind_share_1831
NORTHAMPTONSHIRE,.57894737,1,0,,,0,0,0,.10526316
NORTHAMPTONSHIRE,.92307693,2,0,,,1,0,0,.03846154
NORTHAMPTONSHIRE,.48351648,1,0,,,0,0,0,.30769232
NORTHAMPTONSHIRE,.63551402,0,0,,,1,0,0,.20560747
NORTHAMPTONSHIRE,.45555556,0,0,,,1,0,0,.16666667
NORTHAMPTONSHIRE,1,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.41791046,0,0,,,0,0,0,.1641791
NORTHAMPTONSHIRE,.51758796,1,0,,,1,0,0,.3115578
NORTHAMPTONSHIRE,.703125,2,0,,,0,0,.0080000004,.21875
NORTHAMPTONSHIRE,1,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.69852942,0,0,2,0,0,0,0,.23897059
NORTHAMPTONSHIRE,.64705884,2,0,,,0,0,0,.15686275
NORTHAMPTONSHIRE,.5,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.71074378,0,0,,0,0,0,0,.23966943
NORTHAMPTONSHIRE,.69999999,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.57407409,0,0,,0,1,0,0,.31018519
NORTHAMPTONSHIRE,.60000002,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.30434781,0,0,,0,1,0,0,.1594203
NORTHAMPTONSHIRE,.92592591,1,0,,,0,0,0,.074074075
NORTHAMPTONSHIRE,1,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.59340662,0,0,,,1,0,0,.17582418
NORTHAMPTONSHIRE,.73972601,0,0,,,0,0,0,.08219178
NORTHAMPTONSHIRE,.69461077,1,0,,0,1,0,.022630835,.2275449
NORTHAMPTONSHIRE,.72222221,0,0,,0,1,0,0,.09259259
NORTHAMPTONSHIRE,.60526317,0,0,,,1,0,0,.13157895
NORTHAMPTONSHIRE,.51428574,3,0,,,1,0,0,.085714288
NORTHAMPTONSHIRE,.72857141,0,0,,,1,0,0,.15714286
NORTHAMPTONSHIRE,.76086956,0,0,3,,0,0,0,.043478262
NORTHAMPTONSHIRE,.34959349,2,0,5,,1,0,.0060728746,.18292683
NORTHAMPTONSHIRE,.37160751,2,0,,1,1,0,0,.31941545
NORTHAMPTONSHIRE,1,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.95833331,1,0,,,0,0,0,.041666668
,.59307361,0,0,26,,0,0,0,.23376623
NORTHAMPTONSHIRE,.6875,0,0,,,1,0,0,.125
NORTHAMPTONSHIRE,.4509804,1,0,,,1,0,0,.25490198
NORTHAMPTONSHIRE,.59523809,1,0,,,0,0,0,.16666667
NORTHAMPTONSHIRE,.35502958,2,0,,0,1,0,0,.37278107
NORTHAMPTONSHIRE,.60714287,2,0,,,1,0,.090090089,.10714286
NORTHAMPTONSHIRE,.46153846,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.43421054,0,0,,,0,0,0,.11842106
NORTHAMPTONSHIRE,.56923079,0,0,,,0,0,0,.21538462
NORTHAMPTONSHIRE,.80232561,1,0,,,0,0,0,.08139535
NORTHAMPTONSHIRE,.70909089,0,0,,,0,0,0,.21818182
NORTHAMPTONSHIRE,1,0,0,,,0,0,.0064516128,0
NORTHAMPTONSHIRE,.48214287,1,0,,,0,0,0,.21428572
NORTHAMPTONSHIRE,.55405408,3,0,,,0,0,.0046948357,.3445946
NORTHAMPTONSHIRE,.78947371,1,0,,,1,0,0,.21052632
NORTHAMPTONSHIRE,.69714284,2,0,,,0,0,0,.21142857
NORTHAMPTONSHIRE,.51010102,3,0,,,0,0,0,.43434343
NORTHAMPTONSHIRE,.75,1,0,,,1,0,0,.19642857
NORTHAMPTONSHIRE,.56153846,2,0,2,,1,0,.14512922,.34615386
NORTHAMPTONSHIRE,.78823531,1,0,3,,0,0,0,.1882353
NORTHAMPTONSHIRE,.35321102,3,0,,1,1,0,0,.51834863
NORTHAMPTONSHIRE,.78504676,2,0,5,,0,0,0,.14018692
NORTHAMPTONSHIRE,.38538206,0,0,3,,1,0,0,.47840533
NORTHAMPTONSHIRE,.55483872,0,0,,0,0,0,0,.27419356
NORTHAMPTONSHIRE,.890625,1,0,,,1,0,0,.09375
NORTHAMPTONSHIRE,.78125,2,0,,,1,0,0,.125
NORTHAMPTONSHIRE,.43438914,2,1,,,0,1,0,.25339368
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.7067669,2,0,,,0,0,0,.21052632
NORTHAMPTONSHIRE,.66666669,1,0,,,1,0,0,.074074075
NORTHAMPTONSHIRE,.15185602,3,0,40,1,0,0,.00024396194,.34195724
NORTHAMPTONSHIRE,.73913044,1,0,,,0,0,0,.11594203
NORTHAMPTONSHIRE,.6885246,0,0,,0,1,0,0,.3114754
NORTHAMPTONSHIRE,.86274511,1,0,,,0,0,0,.078431375
NORTHAMPTONSHIRE,.7903226,0,0,,,0,0,0,.12903225
NORTHAMPTONSHIRE,.82539684,1,0,,,0,0,0,.1031746
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,1,0,,
NORTHAMPTONSHIRE,.95454544,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.79220778,0,0,,,1,0,0,.12987013
NORTHAMPTONSHIRE,.48780489,0,0,,,1,0,0,.14634146
NORTHAMPTONSHIRE,.57692307,0,0,,,0,0,0,.11538462
NORTHAMPTONSHIRE,.828125,0,0,,,0,0,0,.15625
NORTHAMPTONSHIRE,.6179775,3,0,,,0,0,0,.16292135
NORTHAMPTONSHIRE,.59036142,1,0,,,0,0,0,.16867469
NORTHAMPTONSHIRE,.86956519,0,0,,,0,0,0,.086956523
NORTHAMPTONSHIRE,.61157024,2,0,,,1,0,0,.17355372
NORTHAMPTONSHIRE,.84375,1,0,,,1,0,0,.15625
NORTHAMPTONSHIRE,,1,0,,0,1,0,,
NORTHAMPTONSHIRE,.68421054,0,0,,,0,0,0,.24561404
NORTHAMPTONSHIRE,.53138077,2,0,,,1,0,0,.30125523
NORTHAMPTONSHIRE,.54216868,2,0,,,1,0,0,.33132529
NORTHAMPTONSHIRE,.78260869,2,0,1,,0,0,0,.10869565
NORTHAMPTONSHIRE,.51020408,0,0,1,,0,0,0,.14285715
NORTHAMPTONSHIRE,.56140351,0,0,,,0,0,0,.2631579
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.74431819,1,0,,,0,0,0,.18181819
NORTHAMPTONSHIRE,.28285715,1,0,,,1,0,0,.20571429
NORTHAMPTONSHIRE,.81159419,4,0,,,1,0,0,.11594203
NORTHAMPTONSHIRE,.70329672,2,0,,,1,0,0,.10989011
NORTHAMPTONSHIRE,.2936345,1,0,,0,0,0,.00048123195,.38809034
NORTHAMPTONSHIRE,.60849059,1,0,,,1,0,0,.2759434
NORTHAMPTONSHIRE,.79166669,0,0,,,0,0,0,.14583333
NORTHAMPTONSHIRE,.61904764,0,0,,,0,0,0,.16666667
NORTHAMPTONSHIRE,.69090909,0,0,,,0,0,0,.18181819
NORTHAMPTONSHIRE,.69747901,2,0,,,1,0,0,.18487395
NORTHAMPTONSHIRE,.49122807,2,0,,,0,0,0,.2631579
NORTHAMPTONSHIRE,.53543305,0,0,,,1,0,0,.30708662
NORTHAMPTONSHIRE,.60714287,2,0,,,0,0,0,.21428572
NORTHAMPTONSHIRE,.58367348,0,0,,0,1,0,0,.27346939
NORTHAMPTONSHIRE,.56190479,0,0,,,0,0,0,.32380953
NORTHAMPTONSHIRE,.56481481,0,0,,,0,0,0,.32407406
NORTHAMPTONSHIRE,.54609931,0,0,,,1,0,0,.33333334
NORTHAMPTONSHIRE,.7557252,0,0,,,1,0,0,.16030534
NORTHAMPTONSHIRE,.54838711,0,1,,,1,1,0,.30645162
NORTHAMPTONSHIRE,.71052629,0,0,,,0,0,0,.28947368
NORTHAMPTONSHIRE,.69166666,4,0,,1,1,0,0,.2
NORTHAMPTONSHIRE,.86206895,0,0,,,1,0,0,.034482758
NORTHAMPTONSHIRE,.80952382,0,0,,,0,0,0,.11904762
NORTHAMPTONSHIRE,.90476191,0,0,,,0,0,0,.071428575
NORTHAMPTONSHIRE,.63636363,2,0,,,1,0,0,.28181818
NORTHAMPTONSHIRE,.67272729,0,0,,,0,0,0,.14545454
NORTHAMPTONSHIRE,.72131145,0,0,,,1,0,0,.18032786
NORTHAMPTONSHIRE,.86666667,0,0,,,0,0,0,.13333334
NORTHAMPTONSHIRE,.68907565,0,0,,,1,0,0,.24369748
NORTHAMPTONSHIRE,.72941178,2,0,,0,0,0,0,.23529412
NORTHAMPTONSHIRE,.15063521,4,0,46,1,1,0,.00021331057,.64609802
NORTHAMPTONSHIRE,.70731705,0,0,,,0,0,0,.097560972
NORTHAMPTONSHIRE,.90697676,0,0,,,0,0,0,.023255814
NORTHAMPTONSHIRE,.53097343,1,0,,,0,0,0,.33628318
NORTHAMPTONSHIRE,.39527026,3,0,,,0,0,0,.38851351
NORTHAMPTONSHIRE,.91176468,0,0,,,1,0,0,.05882353
NORTHAMPTONSHIRE,.75,0,0,,,0,0,0,.25
NORTHAMPTONSHIRE,.41869918,2,0,,0,0,0,0,.4593496
NORTHAMPTONSHIRE,.78571427,1,0,,,0,0,0,0
NORTHAMPTONSHIRE,.73913044,0,0,,,1,0,0,.26086956
NORTHAMPTONSHIRE,.40528634,0,0,,,0,0,0,.51541853
NORTHAMPTONSHIRE,.49673203,3,0,,,1,0,0,.32026145
NORTHAMPTONSHIRE,,2,0,,,1,0,,
NORTHAMPTONSHIRE,.65306121,0,0,,,0,0,0,.12244898
NORTHAMPTONSHIRE,.89473683,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.68674701,3,0,,,1,0,0,.18072289
NORTHAMPTONSHIRE,.72093022,1,0,,,0,0,0,.023255814
NORTHAMPTONSHIRE,1,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.72635138,1,0,,,1,0,0,.22635135
NORTHAMPTONSHIRE,.58119661,0,0,,,0,0,0,.23931624
NORTHAMPTONSHIRE,.72527474,0,0,,0,1,0,0,.24175824
NORTHAMPTONSHIRE,.26851851,4,0,4,,0,0,0,.2962963
NORTHAMPTONSHIRE,.023465704,0,0,,,0,0,0,.78158844
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,1,0,,
NORTHAMPTONSHIRE,.068692207,0,0,,,0,0,0,.6248349
NORTHAMPTONSHIRE,,4,0,,1,1,0,,
NORTHAMPTONSHIRE,.016393442,0,0,,,0,0,0,.72131145
NORTHAMPTONSHIRE,.69599998,1,0,,,0,0,0,.27200001
NORTHAMPTONSHIRE,.69387758,1,0,,,0,0,0,.15646258
NORTHAMPTONSHIRE,.45454547,0,0,,,0,0,0,.18181819
NORTHAMPTONSHIRE,.64044946,1,0,,,0,0,0,.26966292
NORTHAMPTONSHIRE,.51552796,2,0,,,0,0,0,.23602484
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,.88372093,1,0,,,1,0,0,.11627907
NORTHAMPTONSHIRE,.65402842,2,0,,,1,0,0,.23696682
NORTHAMPTONSHIRE,.52941179,1,0,,,0,0,0,0
NORTHAMPTONSHIRE,.54455447,0,0,,,0,0,0,.20792079
NORTHAMPTONSHIRE,.93548387,1,0,,,1,0,0,.064516127
NORTHAMPTONSHIRE,.13202247,4,0,,1,1,0,0,.62640452
NORTHAMPTONSHIRE,,0,0,,,1,0,,
NORTHAMPTONSHIRE,.68702292,1,0,,,0,0,0,.16793893
NORTHAMPTONSHIRE,.91666669,1,0,,0,1,0,0,0
NORTHAMPTONSHIRE,.64957267,1,0,,,0,0,0,.27350429
NORTHAMPTONSHIRE,.88679248,3,0,,,0,0,0,.03773585
NORTHAMPTONSHIRE,1,1,0,,0,0,0,0,0
NORTHAMPTONSHIRE,.81818181,1,0,,,0,0,0,.060606062
NORTHAMPTONSHIRE,.49624062,1,0,,,1,0,0,.23308271
NORTHAMPTONSHIRE,.79865772,1,0,,,1,0,0,.16778524
NORTHAMPTONSHIRE,.78378379,1,0,,,0,0,0,.094594598
NORTHAMPTONSHIRE,.60888886,2,0,,0,1,0,0,.26666668
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.87878788,0,0,,,0,0,0,.090909094
NORTHAMPTONSHIRE,.47499999,0,0,,,0,0,0,.30000001
NORTHAMPTONSHIRE,.69230771,1,0,,,0,0,0,.1826923
NORTHAMPTONSHIRE,.28525642,1,0,21,,1,0,0,.44871795
NORTHAMPTONSHIRE,.61827958,0,0,1,,1,0,0,.20967741
NORTHAMPTONSHIRE,.55555558,3,0,,0,1,0,0,.24444444
NORTHAMPTONSHIRE,,0,0,2,,0,0,,
NORTHAMPTONSHIRE,.77142859,0,0,,,0,0,0,.14285715
NORTHAMPTONSHIRE,.71134019,1,0,,,1,0,0,.12371134
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,.50660795,0,0,,,0,0,0,.19383261
NORTHAMPTONSHIRE,.55072463,2,0,,,0,0,0,.28985506
NORTHAMPTONSHIRE,.69767439,1,0,,,0,0,0,.22093023
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.82258064,1,0,,,0,0,0,.080645159
NORTHAMPTONSHIRE,.8611111,0,0,,,0,0,.044585988,.055555556
NORTHAMPTONSHIRE,.75862068,2,0,,,0,0,0,.20689656
NORTHAMPTONSHIRE,.92000002,0,0,,,0,0,.084337346,.079999998
NORTHAMPTONSHIRE,.79617834,1,0,,0,0,0,0,.18471338
NORTHAMPTONSHIRE,.55063289,3,0,,,0,0,.0015873016,.28481013
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.94230771,0,0,,,0,0,0,.03846154
NORTHAMPTONSHIRE,.58620691,1,0,,,0,0,0,.26436782
NORTHAMPTONSHIRE,.65384614,1,0,,,0,0,0,.26923078
NORTHAMPTONSHIRE,,2,0,,,0,0,,
NORTHAMPTONSHIRE,.61714286,0,0,,,0,0,0,.26857144
NORTHAMPTONSHIRE,.41764706,2,0,69,,1,0,0,.23529412
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.57560974,1,0,,,1,0,0,.21463415
NORTHAMPTONSHIRE,.63372093,2,0,,,0,0,0,.25
NORTHAMPTONSHIRE,.74242425,0,0,,,0,0,0,.13636364
NORTHAMPTONSHIRE,.55844158,2,0,,,1,0,0,.31818181
NORTHAMPTONSHIRE,.075609758,2,0,,,1,0,0,.70634145
NORTHAMPTONSHIRE,.81666666,0,0,,,0,0,0,.1
NORTHAMPTONSHIRE,.65359479,0,0,,,1,0,0,.22222222
NORTHAMPTONSHIRE,.59633029,0,0,,,0,0,0,.20642202
NORTHAMPTONSHIRE,.625,0,0,,,0,0,0,.21875
NORTHAMPTONSHIRE,.89473683,0,0,,,0,0,0,.052631579
NORTHAMPTONSHIRE,.74166667,1,0,,,0,0,.0018975332,.23333333
NORTHAMPTONSHIRE,.41025642,0,0,,,0,0,0,.17948718
NORTHAMPTONSHIRE,.63670415,1,0,,0,0,0,0,.21348314
NORTHAMPTONSHIRE,.72727275,1,0,,,0,0,0,.2020202
NORTHAMPTONSHIRE,.64227641,0,0,,,0,0,0,.2682927
NORTHAMPTONSHIRE,.78378379,1,0,,,0,0,.069565214,.13513513
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.76666665,2,0,,,0,0,0,.20666666
NORTHAMPTONSHIRE,.65591395,1,0,,,0,0,0,.26881722
NORTHAMPTONSHIRE,.46896553,2,0,,,1,0,0,.31724137
NORTHAMPTONSHIRE,.55555558,0,0,,,1,0,0,.16666667
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.030395137,0,0,1,,1,0,.0057142857,.3343465
NORTHAMPTONSHIRE,.61417323,0,0,,,0,0,0,.26771653
NORTHAMPTONSHIRE,.93939394,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.58536583,2,0,,,1,0,0,.048780486
NORTHAMPTONSHIRE,.88636363,0,0,,,0,0,0,.090909094
NORTHAMPTONSHIRE,.75213677,1,0,,0,0,0,0,.1025641
NORTHAMPTONSHIRE,.39893618,0,0,,,0,0,0,.27659574
NORTHAMPTONSHIRE,.44897959,2,0,,,0,0,0,.19387755
NORTHAMPTONSHIRE,.64864862,0,0,,,0,0,0,.27027026
NORTHAMPTONSHIRE,.97297299,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.7977528,0,0,,,0,0,0,.12359551
NORTHAMPTONSHIRE,.8888889,0,0,1,,1,0,.14285715,0
NORTHAMPTONSHIRE,.4732143,2,0,,,0,0,0,.25
NORTHAMPTONSHIRE,.61290324,3,0,,0,0,0,0,.14516129
NORTHAMPTONSHIRE,.72500002,0,0,,0,0,0,0,.050000001
NORTHAMPTONSHIRE,.67169809,1,0,,,0,0,0,.18867925
NORTHAMPTONSHIRE,.31587303,2,0,,1,0,0,.00037439162,.47619048
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.61538464,0,0,,,0,0,0,.27179489
NORTHAMPTONSHIRE,.5403226,0,0,,,0,0,0,.25806451
NORTHAMPTONSHIRE,.73170733,1,0,,,0,0,0,.20731707
NORTHAMPTONSHIRE,.69387758,0,0,,,0,0,0,.10204082
NORTHAMPTONSHIRE,.51219511,0,0,,,0,0,0,.43902439
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.55737704,1,0,,,0,0,0,.21311475
NORTHAMPTONSHIRE,.67924529,1,0,,,0,0,0,.28301886
NORTHAMPTONSHIRE,.96551722,0,0,,,0,0,0,.034482758
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.7723577,2,0,,,1,0,0,.17886178
NORTHAMPTONSHIRE,.6769231,0,0,,,0,0,0,.26153848
NORTHAMPTONSHIRE,1,0,0,,,0,0,.12,0
NORTHAMPTONSHIRE,.6122449,0,0,,,0,0,0,.19047619
NORTHAMPTONSHIRE,.51572329,3,0,,0,0,0,.0033003301,.22012578
NORTHAMPTONSHIRE,.58715594,1,0,,,1,0,0,.36697248
NORTHAMPTONSHIRE,.68000001,1,0,,,0,0,0,.039999999
NORTHAMPTONSHIRE,.93548387,0,0,,0,1,0,0,0
NORTHAMPTONSHIRE,.56296295,2,0,,,0,0,0,.27407408
NORTHAMPTONSHIRE,1,0,0,,,1,0,0,0
NORTHAMPTONSHIRE,.6484375,2,0,,,0,0,.0018656716,.265625
NORTHAMPTONSHIRE,.54883718,3,0,,,1,0,.0060386471,.40000001
NORTHAMPTONSHIRE,.5472973,2,0,,,0,0,0,.22972973
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,.5945946,1,0,,,1,0,0,.34054053
NORTHAMPTONSHIRE,.67123288,2,0,,,0,0,0,.25342464
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.48235294,0,0,,,0,0,0,.50588238
NORTHAMPTONSHIRE,1,1,0,,,0,0,0,0
NORTHAMPTONSHIRE,.58201057,0,0,,,0,0,0,.34920636
NORTHAMPTONSHIRE,.76763487,1,0,,0,0,0,0,.22406639
NORTHAMPTONSHIRE,.72491908,0,0,,0,1,0,0,.21682848
NORTHAMPTONSHIRE,.82051283,1,0,,,1,0,0,.14102565
NORTHAMPTONSHIRE,.91891891,1,0,,,0,0,0,.054054055
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,1,0,,
NORTHAMPTONSHIRE,.37226278,0,0,,,1,0,0,.51459855
NORTHAMPTONSHIRE,.33846155,0,0,,1,0,0,0,.44615385
NORTHAMPTONSHIRE,,0,0,,0,0,0,,
NORTHAMPTONSHIRE,.78431374,0,0,,,0,0,0,.078431375
NORTHAMPTONSHIRE,1,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,.72164947,0,0,,,1,0,0,.19587629
NORTHAMPTONSHIRE,.82222223,0,0,,,0,0,0,.088888891
NORTHAMPTONSHIRE,.72440946,1,0,,,0,0,.038636364,.17322835
NORTHAMPTONSHIRE,.87096775,1,0,,,0,0,0,.032258064
NORTHAMPTONSHIRE,.47517732,1,0,,,1,0,0,.16312057
NORTHAMPTONSHIRE,.63636363,1,0,1,,0,0,.0063604242,.13766234
NORTHAMPTONSHIRE,,0,0,1,,0,0,,
NORTHAMPTONSHIRE,.75,1,0,,,1,0,0,.10714286
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.5,0,0,,,1,0,0,.14285715
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.60689658,2,0,7,0,0,0,0,.2862069
NORTHAMPTONSHIRE,,0,0,1,0,0,0,,
NORTHAMPTONSHIRE,.69387758,3,0,,,1,0,0,.22448979
NORTHAMPTONSHIRE,.66666669,2,0,,,1,0,0,.18803419
NORTHAMPTONSHIRE,.92307693,2,0,,,0,0,.0098814229,.03846154
NORTHAMPTONSHIRE,.60571426,3,0,,1,1,0,0,.24571429
NORTHAMPTONSHIRE,.47058824,0,0,,,0,0,0,.47058824
NORTHAMPTONSHIRE,.78125,1,0,,1,0,0,0,.21875
NORTHAMPTONSHIRE,.83333331,1,0,,,0,0,0,0
NORTHAMPTONSHIRE,.83018869,2,0,,,0,0,.0047619049,.13207547
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.67410713,1,0,,,1,0,0,.21428572
NORTHAMPTONSHIRE,.40310079,0,0,2,1,0,0,.00085251493,.4379845
NORTHAMPTONSHIRE,.796875,0,0,1,,1,0,0,.0625
NORTHAMPTONSHIRE,.5714286,0,0,,,0,0,0,.125
NORTHAMPTONSHIRE,.63235295,3,0,,,0,0,.0073800739,.22058824
NORTHAMPTONSHIRE,.82666665,1,0,1,,0,0,0,.093333334
NORTHAMPTONSHIRE,.56179774,0,0,,,0,0,0,.43820226
NORTHAMPTONSHIRE,,1,0,,,1,0,,
NORTHAMPTONSHIRE,,1,0,,0,1,0,,
NORTHAMPTONSHIRE,.69827586,2,0,,,1,0,0,.24137931
NORTHAMPTONSHIRE,.65277779,1,0,,,0,0,0,.22222222
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.59649122,0,0,,,1,0,0,.10526316
NORTHAMPTONSHIRE,.72093022,1,0,,0,1,0,0,.20930232
NORTHAMPTONSHIRE,,0,0,,0,0,0,,
NORTHAMPTONSHIRE,,1,0,,,1,0,,
NORTHAMPTONSHIRE,.72727275,2,0,,0,1,0,0,.17045455
NORTHAMPTONSHIRE,.63025212,2,0,,,1,0,0,.24579832
NORTHAMPTONSHIRE,.74242425,1,0,,,1,0,0,.24242425
NORTHAMPTONSHIRE,.83018869,1,0,,,0,0,0,.11320755
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,,0,0,,,0,0,,
NORTHAMPTONSHIRE,.84615386,0,0,,,0,0,0,.07692308
NORTHAMPTONSHIRE,.67032969,1,0,,,1,0,0,.23076923
NORTHAMPTONSHIRE,.59523809,1,0,,,1,0,0,.21428572
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,.61194032,1,0,,,0,0,0,.2238806
NORTHAMPTONSHIRE,.74647886,3,0,,,1,0,0,.1971831
NORTHAMPTONSHIRE,,1,0,,,0,0,,
NORTHAMPTONSHIRE,.81818181,1,0,,,0,0,.0070422534,.060606062
NORTHAMPTONSHIRE,,0,0,,,1,0,,
NORTHAMPTONSHIRE,.3394309,3,0,,1,1,0,.00043327556,.45731708
NORTHAMPTONSHIRE,.96774191,2,0,,,1,0,0,.032258064
NORTHAMPTONSHIRE,.69090909,0,0,,,0,0,0,.25454545
NORTHAMPTONSHIRE,.80000001,1,0,,,0,0,0,0
NORTHAMPTONSHIRE,.95555556,0,0,,,0,0,0,0
NORTHAMPTONSHIRE,,1,0,1,,0,0,,
NORTHAMPTONSHIRE,.82258064,0,0,,,0,0,0,.088709675
NORTHAMPTONSHIRE,,0,0,8,,0,0,,
NORTHAMPTONSHIRE,.85185188,0,0,,0,1,0,0,.037037037
NORTHAMPTONSHIRE,.61538464,0,0,,0,0,0,0,.18461539
NORTHAMPTONSHIRE,.91666669,1,0,,,0,0,0,.041666668
NORTHAMPTONSHIRE,.77777779,1,0,,,0,0,0,.11111111
NORTHAMPTONSHIRE,.66666669,1,0,,,0,0,0,.27272728
NORTHAMPTONSHIRE,.54166669,0,0,,,0,0,0,.35416666
NORTHAMPTONSHIRE,.7027027,0,0,,,0,0,0,.1891892
NORTHAMPTONSHIRE,.86206895,0,0,,,0,0,0,.068965517
NORTHAMPTONSHIRE,.73469388,1,0,1,,0,0,0,.18367347
NORTHAMPTONSHIRE,.83999997,1,0,,,0,0,0,.039999999
NORTHAMPTONSHIRE,.657754,0,0,,0,0,0,0,.23529412
NORTHAMPTONSHIRE,.33054394,2,0,,1,0,0,0,.48535565
NORTHAMPTONSHIRE,.57575756,0,0,,,0,0,0,.31818181
NORTHAMPTONSHIRE,.53846157,2,0,,0,0,0,0,.32692307
NORTHAMPTONSHIRE,.70930231,0,0,,,0,0,0,.08139535
NORTHAMPTONSHIRE,.59143966,1,0,,0,1,0,0,.22957198
NORTHAMPTONSHIRE,.43209878,0,0,,,0,0,0,.22222222
NORTHAMPTONSHIRE,.51136363,3,0,,,1,0,0,.17045455
NORTHAMPTONSHIRE,.66923076,1,0,1,,0,0,0,.27692309
NORTHAMPTONSHIRE,.35877863,0,0,,0,1,0,0,.35877863
NORTHAMPTONSHIRE,.32894737,2,0,,0,1,0,0,.35526314
NORTHAMPTONSHIRE,.37878788,3,0,1,,0,0,0,.21969697
NORTHAMPTONSHIRE,.45045045,0,0,1,,0,0,0,.2972973
NORTHAMPTONSHIRE,.72058821,5,0,,,0,0,0,.15441176
NORTHAMPTONSHIRE,.52380955,0,0,,,0,0,0,.095238097
NORTHAMPTONSHIRE,.44055945,0,0,,,0,0,0,.33566433
NORTHAMPTONSHIRE,.65333331,1,0,,,0,0,0,.28
NORTHAMPTONSHIRE,.82222223,0,0,,,1,0,0,.13333334
NORTHAMPTONSHIRE,.91176468,1,0,,,0,0,0,.088235296
NORTHUMBERLAND,.081707962,0,0,,1,0,0,.0013452915,.49604639
NORTHUMBERLAND,.85185188,0,0,,,0,0,0,0
NORTHUMBERLAND,.96551722,0,0,,,0,0,0,0
NORTHUMBERLAND,.88461536,0,0,,,0,0,0,.03846154
NORTHUMBERLAND,.23333333,1,0,,,0,0,0,.25
NORTHUMBERLAND,.21782178,1,0,,,0,0,0,.22772278
NORTHUMBERLAND,.96153843,0,0,,,0,0,0,.03846154
NORTHUMBERLAND,.74285716,0,0,,,0,0,0,.028571429
NORTHUMBERLAND,1,0,0,,,0,0,0,0
NORTHUMBERLAND,.82352942,1,0,,,0,0,0,.11764706
NORTHUMBERLAND,.875,0,0,,,0,0,0,.125
NORTHUMBERLAND,.625,0,0,,,0,0,0,.20833333
NORTHUMBERLAND,.4299517,0,0,,0,0,0,0,.38647342
NORTHUMBERLAND,.5,0,0,,,0,0,0,.25
NORTHUMBERLAND,.35869566,0,0,,0,0,0,0,.52173913
NORTHUMBERLAND,.48837209,1,0,,,0,0,0,.18604651
NORTHUMBERLAND,.53333336,0,0,,,0,0,0,.1
