STARTcounty,copyhold_count,market_1600,agr_share,ind_share,NrGentry,mills,mill,valordummy,perc_catholics_1800
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,1,1,1,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,.11111111,0,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,0,0,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,0,,,,,,,0,1
NORFOLK,,1,,,1,0,0,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,1,0,1,0,0,0,
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,1,.66666669,.16666667,1,0,0,0,
NORFOLK,,,.66666669,.16666667,0,0,0,1,1
NORFOLK,,1,.42857143,.42857143,1,0,0,1,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,.46666667,.2,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,1,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,1,0,0,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,1,0,0,0,0,0,
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,1,1,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,1,,,0,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,1,1,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,1,1,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,0,0,0,0,1
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,1,
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,,,,0,
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,1,.5714286,.14285715,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,.5,.33333334,,,,0,1
NORFOLK,,1,,,0,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,0,0,1,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,,,,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,,,,0,
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,
NORFOLK,,1,,,,,,1,1
NORFOLK,,1,,,1,0,0,1,
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,0,0,0,1,
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,0,0,0,0,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,1,1,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,1,,,,,,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,,,,1,0,0,1,
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,0,
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,1,
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,1,,,1,0,0,1,1
NORFOLK,,,,,1,0,0,1,
NORFOLK,,,,,1,0,0,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,1,0,0,0,
NORFOLK,,,,,0,1,1,1,1
NORFOLK,,1,,,1,0,0,0,1
NORFOLK,,,,,,,,0,1
NORFOLK,,1,,,1,1,1,1,1
NORFOLK,,,,,1,1,1,0,1
NORFOLK,,,,,0,0,0,1,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,0,0,0,0,
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,,,,1,1
NORFOLK,,,,,,,,0,1
NORFOLK,,,,,0,0,0,0,1
NORFOLK,,1,,,,,,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,1,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,1,1,1,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,1,,,,,,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,,,,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,1,0,0,1,
NORTHAMPTONSHIRE,,,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,,,,0,1
NORTHAMPTONSHIRE,,1,.07692308,.57692307,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,.83333331,.083333336,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,.625,0,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,0,0,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,,,,1,
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,,,,1,
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,0,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,1,,,0,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,,1,,,1,1,1,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,
NORTHAMPTONSHIRE,,,,,1,2,1,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,0,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,1,1
NORTHAMPTONSHIRE,,,,,,,,0,1
NORTHAMPTONSHIRE,0,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,1,1
NORTHAMPTONSHIRE,,,,,0,1,1,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,1,1,1,0,1
NORTHAMPTONSHIRE,,1,,,1,0,0,0,1
NORTHAMPTONSHIRE,,,,,,,,0,
NORTHAMPTONSHIRE,,,,,1,0,0,0,1
